direction,entryTime,entryPrice,exitTime,exitPrice,profit,profitPct,growth,riskPct,riskSeries,rmultiple,holdingPeriod,exitReason,stopPrice,stopPriceSeries,profitTarget
long,2000/08/15,0.716172047126637,2000/08/18,0.778695225737299,0.06252317861066203,8.73018974442134,1.0873018974442135,5.0000000000000036,,1.7460379488842668,2,exit-rule,0.6803634447703051,,
long,2000/08/22,0.76732749479036,2000/08/24,0.828665727877909,0.06133823308754904,7.993748888707179,1.0799374888870719,4.999999999999997,,1.5987497777414366,1,exit-rule,0.728961120050842,,
long,2000/09/25,0.799535758213225,2000/09/27,0.7595589703025637,-0.03997678791066128,-5.000000000000004,0.95,5.000000000000004,,-1,1,stop-loss,0.7595589703025637,,
long,2000/09/29,0.427240002908983,2000/10/02,0.40587800276353386,-0.021362000145449145,-4.999999999999999,0.9500000000000001,4.999999999999999,,-1,0,stop-loss,0.40587800276353386,,
long,2000/10/04,0.339140017105213,2000/10/06,0.3221830162499524,-0.01695700085526064,-4.9999999999999964,0.9500000000000001,4.9999999999999964,,-1,1,stop-loss,0.3221830162499524,,
long,2000/10/10,0.327772143461189,2000/10/11,0.31138353628812954,-0.016388607173059455,-5.000000000000002,0.95,5.000000000000002,,-1,0,stop-loss,0.31138353628812954,,
long,2000/10/13,0.306930763120264,2000/10/18,0.2915842249642508,-0.015346538156013223,-5.000000000000007,0.95,5.000000000000007,,-1,2,stop-loss,0.2915842249642508,,
long,2000/10/20,0.288932128131079,2000/10/26,0.27448552172452506,-0.01444660640655393,-4.999999999999993,0.9500000000000001,4.999999999999993,,-1,3,stop-loss,0.27448552172452506,,
long,2000/10/30,0.289879327732325,2000/11/28,0.27538536134570873,-0.014493966386616264,-5.000000000000004,0.95,5.000000000000004,,-1,19,stop-loss,0.27538536134570873,,
long,2000/11/30,0.252933704596741,2000/12/06,0.24028701936690397,-0.012646685229837057,-5.000000000000003,0.95,5.000000000000003,,-1,3,stop-loss,0.24028701936690397,,
long,2000/12/08,0.224514329607782,2000/12/15,0.2132886131273929,-0.011225716480389114,-5.000000000000006,0.95,5.000000000000006,,-1,4,stop-loss,0.2132886131273929,,
long,2000/12/19,0.217882650931671,2000/12/20,0.20698851838508744,-0.010894132546583557,-5.000000000000003,0.95,5.000000000000003,,-1,0,stop-loss,0.20698851838508744,,
long,2000/12/22,0.214093644692134,2001/01/04,0.27495911698586,0.06086547229372602,28.429369018053002,1.28429369018053,4.999999999999995,,5.6858738036106065,6,exit-rule,0.2033889624575273,,
long,2001/02/20,0.290826523419544,2001/02/22,0.2762851972485668,-0.014541326170977198,-4.999999999999999,0.95,4.999999999999999,,-1,1,stop-loss,0.2762851972485668,,
long,2001/02/26,0.288932128131079,2001/03/01,0.27448552172452506,-0.01444660640655393,-4.999999999999993,0.9500000000000001,4.999999999999993,,-1,2,stop-loss,0.27448552172452506,,
long,2001/03/05,0.293668368285336,2001/03/07,0.323034998311302,0.029366630025966012,9.999929579556424,1.0999992957955642,4.999999999999997,,1.999985915911286,1,exit-rule,0.2789849498710692,,
long,2001/03/13,0.286090221833938,2001/03/15,0.316404174602199,0.030313952768260988,10.595941578827123,1.1059594157882713,4.9999999999999964,,2.1191883157654257,1,exit-rule,0.2717857107422411,,
long,2001/03/19,0.299352707578645,2001/03/22,0.308825387994233,0.009472680415587964,3.164387752564199,1.031643877525642,5.000000000000001,,0.6328775505128397,2,exit-rule,0.28438507219971276,,
long,2001/04/04,0.299503880650388,2001/04/06,0.315267658945927,0.015763778295538988,5.263296843201877,1.0526329684320188,5,,1.0526593686403753,1,exit-rule,0.2845286866178686,,
long,2001/04/10,0.31678280266642,2001/04/12,0.324664635832403,0.00788183316598301,2.488087452866806,1.0248808745286682,4.999999999999998,,0.49761749057336135,1,exit-rule,0.300943662533099,,
long,2001/04/18,0.326938519965398,2001/04/20,0.377866341629341,0.050927821663942996,15.577186092765396,1.155771860927654,5.000000000000006,,3.1154372185530748,1,exit-rule,0.3105915939671281,,
long,2001/05/11,0.348764505076551,2001/05/17,0.367256401984878,0.018491896908327032,5.302115507502178,1.0530211550750217,4.999999999999998,,1.060423101500436,3,exit-rule,0.33132627982272345,,
long,2001/05/21,0.358161570814602,2001/05/29,0.34025349227387186,-0.01790807854073012,-5.000000000000006,0.95,5.000000000000006,,-1,4,stop-loss,0.34025349227387186,,
long,2001/05/31,0.300109832974866,2001/06/22,0.340731503922954,0.040621670948087996,13.535601464777741,1.1353560146477775,5.000000000000006,,2.707120292955545,15,exit-rule,0.28510434132612267,,
long,2001/07/11,0.318753746720859,2001/07/13,0.365740493848272,0.04698674712741302,14.74076700612418,1.147407670061242,5,,2.948153401224836,1,exit-rule,0.30281605938481604,,
long,2001/07/19,0.32178467872186,2001/07/20,0.305695444785767,-0.016089233936093017,-5.000000000000005,0.95,5.000000000000005,,-1,0,stop-loss,0.305695444785767,,
long,2001/07/24,0.293895690744165,2001/07/25,0.27920090620695676,-0.014694784537208239,-4.9999999999999964,0.9500000000000001,4.9999999999999964,,-1,0,stop-loss,0.27920090620695676,,
long,2001/07/27,0.284194914217945,2001/08/20,0.2699851685070478,-0.014209745710897226,-4.999999999999991,0.9500000000000001,4.999999999999991,,-1,15,stop-loss,0.2699851685070478,,
long,2001/08/22,0.27191787178889,2001/09/10,0.25832197819944547,-0.013595893589444519,-5.000000000000007,0.95,5.000000000000007,,-1,11,stop-loss,0.25832197819944547,,
long,2001/09/18,0.256154929444973,2001/09/19,0.24334718297272434,-0.012807746472248638,-4.999999999999996,0.9500000000000001,4.999999999999996,,-1,0,stop-loss,0.24334718297272434,,
long,2001/09/21,0.224325041081491,2001/10/11,0.256457807677211,0.03213276659571998,14.324199581466718,1.1432419958146671,5.000000000000004,,2.864839916293341,13,exit-rule,0.21310878902741645,,
long,2001/12/17,0.309204695240612,2001/12/19,0.311932735763611,0.00272804052299902,0.882276551743872,1.0088227655174387,5.000000000000007,,0.17645531034877415,1,exit-rule,0.2937444604785814,,
long,2001/12/21,0.318450715344269,2001/12/26,0.323603714849265,0.005152999504995981,1.6181466257424493,1.0161814662574244,5.000000000000008,,0.32362932514848936,1,exit-rule,0.3025281795770555,,
long,2002/01/10,0.321633670848158,2002/01/18,0.333455604630899,0.01182193378274099,3.675589608378433,1.0367558960837844,5.000000000000003,,0.7351179216756862,5,exit-rule,0.3055519873057501,,
long,2002/02/20,0.345126533672618,2002/02/21,0.32787020698898706,-0.017256326683630918,-5.000000000000006,0.95,5.000000000000006,,-1,0,stop-loss,0.32787020698898706,,
long,2002/02/25,0.346339548997475,2002/02/27,0.362860453905618,0.016520904908143008,4.770146798413558,1.0477014679841357,5.000000000000003,,0.954029359682711,1,exit-rule,0.32902257154760123,,
long,2002/03/01,0.332394666843933,2002/03/05,0.366043440248485,0.033648773404552024,10.12313877477189,1.101231387747719,4.999999999999994,,2.0246277549543805,1,exit-rule,0.31577493350173635,,
