direction,entryTime,entryPrice,exitTime,exitPrice,profit,profitPct,growth,riskPct,riskSeries,rmultiple,holdingPeriod,exitReason,stopPrice,stopPriceSeries,profitTarget
long,2024/04/17,169.610000610352,2024/04/30,173.330001831055,3.7200012207030113,2.193267618251494,1.021932676182515,94.99999999999999,,0.023087027560542043,8,exit-rule,8.480500030517618,,
long,2024/05/02,172.509994506836,2024/05/06,182.350006103516,9.84001159668,5.704024062379802,1.057040240623798,95,,0.06004235855136634,1,exit-rule,8.625499725341797,,
long,2024/07/25,218.929992675781,2024/08/01,224.369995117188,5.440002441407017,2.48481369542786,1.0248481369542786,95,,0.026155933636082738,4,exit-rule,10.946499633789045,,
long,2024/08/05,199.089996337891,2024/08/16,223.919998168945,24.830001831054005,12.4717475954508,1.124717475954508,95,,0.1312815536363242,8,exit-rule,9.954499816894554,,
long,2024/09/05,221.630004882812,2024/09/12,222.5,0.8699951171880116,0.3925439236659432,1.0039254392366594,95,,0.00413204130174677,4,exit-rule,11.081500244140614,,
long,2024/09/17,215.75,2024/09/20,229.970001220703,14.220001220703011,6.590962327092936,1.0659096232709293,94.99999999999999,,0.06937855081150461,2,exit-rule,10.787500000000023,,
long,2024/10/08,224.300003051758,2024/10/10,227.779998779297,3.4799957275389772,1.5514916095368738,1.0155149160953687,95,,0.016331490626703936,1,exit-rule,11.215000152587919,,
long,2024/11/01,220.970001220703,2024/11/21,228.880004882812,7.910003662108977,3.579673086125628,1.0357967308612563,95,,0.03768076932763819,13,exit-rule,11.048500061035156,,
long,2025/01/03,243.360000610352,2025/02/13,236.910003662109,-6.449996948242983,-2.6503932166610187,0.9734960678333898,95,,-0.027898875964852833,26,exit-rule,12.168000030517618,,
long,2025/03/05,235.419998168945,2025/03/10,235.539993286133,0.11999511718801159,0.05097065590065089,1.0005097065590065,95,,0.0005365332200068516,2,exit-rule,11.770999908447266,,
long,2025/03/12,220.139999389648,2025/04/25,206.429992675781,-13.710006713867017,-6.22785806844684,0.9377214193155317,95,,-0.06555640072049305,29,exit-rule,11.006999969482422,,
long,2025/05/05,203.100006103516,2025/05/13,210.429992675781,7.329986572265,3.6090528567138755,1.0360905285671387,95,,0.03799003007067238,1,exit-rule,10.155000305175804,,
long,2025/05/22,200.710006713867,2025/07/01,206.669998168945,5.959991455078011,2.969454065922383,1.0296945406592237,94.99999999999999,,0.03125741122023561,25,exit-rule,10.03550033569337,,
